coin,date_added,max_supply,circulating_supply,total_supply,market_cap,Volume24h,price
HLIX,2020-05-04T00:00:00.000Z,500000000.0,32911086.94250235,33036916.07867042,202990.43803729612,5.24700349,0.00616784363251
TRUMP,2016-03-01T00:00:00.000Z,18000000.0,6604387.318691,6604387.318691,202494.14493572075,11.0071373,0.03066054959597
ADZ,2015-12-26T00:00:00.000Z,84000000.0,49827042.760948,49827042.760948,201774.9360480181,0.0,0.00404950655041
WGP,2019-05-08T00:00:00.000Z,600000000.0,17630267.351556,600000000.0,201734.8262836558,30119.06133701,0.01144252791299
RIGEL,2021-01-21T00:00:00.000Z,30000.0,4199.0,5978.0,198173.9771158668,36830.63760973,47.19551729360962
BELA,2014-03-20T00:00:00.000Z,,48813461.87355179,54959845.81703193,197670.4336051368,0.0,0.00404950655041
ADI,2018-04-21T00:00:00.000Z,,234110888.0,750000000.0,195242.95369279166,110103.0011567,0.00083397639196
ZINC,2018-07-03T00:00:00.000Z,,5583588.22618437,22879998.99613781,193826.44267152998,182.69368231,0.03471359900119
HSS,2019-12-06T00:00:00.000Z,200000000.0,145574624.87694994,200000000.0,192751.97253270645,0.0,0.00132407672488
ENTRC,2019-04-19T00:00:00.000Z,,5696850.1,6000000.0,192771.7965332626,0.0,0.03383831295355
YOC,2016-01-21T00:00:00.000Z,,369659254.537605,554925922.736552,192463.4022020282,233.42454908,0.0005206508422
CIV,2018-10-03T00:00:00.000Z,,8055359.73021697,8055359.73021697,191061.3588186408,44.80431897,0.02371853836669
REX,2017-09-13T00:00:00.000Z,,8660756.0,24015497.2407,189496.73251572056,57.09339402,0.02187992971003
MES,2019-11-22T00:00:00.000Z,,1117700232.0,6500000000.0,189066.5281570988,38395.23400485,0.00016915674055
WVG0,2020-10-21T00:00:00.000Z,340.0,340.0,340.0,185447.39056787948,0.0,545.4335016702338
CMM,2018-08-07T00:00:00.000Z,58000000.0,44297171.854904,44297171.854904,222945.8117206035,9.52851495,0.00503295814123
ARO,2018-08-01T00:00:00.000Z,,159429300.0,545399000.0,184507.8536666156,11.57302037,0.00115730203712
ETI,2018-11-07T00:00:00.000Z,997528142.0,318472252.0,993340434.0,184236.49579877927,19.83216908,0.00057850093577
PYRK,2020-05-18T00:00:00.000Z,100000000.0,15781993.75,15781993.75,184151.71403665261,881.16874332,0.01166846958336
CTL,2016-06-02T00:00:00.000Z,,10969268.522954,10969268.522954,184026.23105298477,63.06406663,0.01677652713742
WAB,2018-07-27T00:00:00.000Z,,16994541755.0,17869541765.0,182556.42340308925,0.0,1.074206213e-05
EVIL,2016-01-31T00:00:00.000Z,,21020382.785837,21020382.785837,182404.66667880557,0.0,0.0086775140366
ZDR,2019-05-01T00:00:00.000Z,100000000.0,5425705.908489,100000000.0,180910.31000567207,6992.20211215,0.03334318392057
RAISE,2018-05-22T00:00:00.000Z,,14765425.24871566,14765425.24871566,181928.7104486432,346.18593121,0.01232126453415
PKG,2018-08-08T00:00:00.000Z,,8969257745.11,10000000000.0,179205.97209375253,203.0961901,1.998002256e-05
CMCT,2018-10-11T00:00:00.000Z,,20000000000.0,20000000000.0,178298.401,0.0,8.91492005e-06
BSD,2014-06-08T00:00:00.000Z,,30797924.50108281,30797924.50108281,178166.2814374261,0.23718538,0.00578500935773
FEX,2019-04-24T00:00:00.000Z,,30948335553.0,32948335553.0,178008.40958244578,1.03031287,5.75179267e-06
LHT,2019-09-16T00:00:00.000Z,,50000000.0,1000000000.0,177425.368292,22.80626308,0.00354850736584
VLS,2020-02-24T00:00:00.000Z,,1284812.58959335,1394484.16271995,174667.34206258724,581.1765026,0.13594771990666
MARTK,2020-05-15T00:00:00.000Z,37000000.0,16550979.69341236,16550979.69341236,172345.63033071527,199.65860646,0.01041301684391
SWC,2019-02-22T00:00:00.000Z,,839506297.2759918,1000000000.0,169979.31249605893,0.0,0.00020247532752
NPC,2019-07-24T00:00:00.000Z,,72457334.9547,150000000.0,167666.54429950166,0.0,0.00231400374309
ES,2019-10-31T00:00:00.000Z,,19622270.527469,1347961718.19286,167506.350274803,0.0,0.00853654270235
CCO,2017-12-01T00:00:00.000Z,,1699999.0,10000000.0,167002.23636271257,98.06412057,0.0982366674114
SVR,2019-09-13T00:00:00.000Z,6000000.0,1446706.1868329,1448293.75683291,166547.25569141714,45.14350119,0.11512168621883
TKP,2019-10-11T00:00:00.000Z,,28714063.84089998,100000000.0,165150.6990378801,0.0,0.00575156132385
WEC,2019-10-11T00:00:00.000Z,,142479440.73802987,223000000.0,164848.9795912979,0.0,0.00115700187155
SDS,2018-08-09T00:00:00.000Z,,317946798.0,1000000000.0,164582.14557880018,10.97553193,0.00051764051915
WRC,2017-12-17T00:00:00.000Z,,178103291.0,245209299.0,164197.38027213566,0.0,0.00092192221351
IC,2018-01-14T00:00:00.000Z,5000000.0,1410916.126,1424089.05,162590.28679830447,0.0,0.11523738640599
FSBT,2018-07-05T00:00:00.000Z,,3509535.10131341,3699483.44590379,160782.43192263873,0.0,0.04581302858674
WON,2020-10-26T00:00:00.000Z,1000000000.0,4505536.0,1000000000.0,157285.14095079352,18034.61874877,0.03490930733897
PRCY,2021-02-23T00:00:00.000Z,70000000.0,1996722.0,70000000.0,153282.00648021573,496361.82133063,0.07676682406475
WEB,2018-08-02T00:00:00.000Z,1000000000.0,55439990.5,1000000000.0,152850.55497036583,0.0,0.00275704511476
LST,2019-12-06T00:00:00.000Z,,65590200.0,8000000000.0,151815.34415087235,0.23146041,0.00231460407425
STS,2019-12-18T00:00:00.000Z,,6155716.60000037,50000000.0,149798.26321610934,57670.03643192,0.02433482126453
TGAME,2018-07-17T00:00:00.000Z,,82575464.0,101945017.0,149611.43869803136,0.0,0.00181181468987
EXMR,2018-08-01T00:00:00.000Z,75000000.0,6310751.45617,18003524.6541,135674.52599356565,91998.46267966,0.02149894936219
EVN,2018-09-10T00:00:00.000Z,100000000.0,31247621.497664,31247851.344495,145575.31553512547,146561.4709746,0.00465876468537
VIDZ,2017-01-19T00:00:00.000Z,,125279774.5061,125279774.5061,144948.93357091967,0.0,0.00115700187155
ITL,2018-10-19T00:00:00.000Z,,24999999997.800934,100000000000.0,144625.23398727836,0.61637828,5.78500936e-06
INRT,2020-07-08T00:00:00.000Z,100000000000.0,248253620.32,100000000000.0,143614.9516634103,0.0,0.00057850093577
GXX,2015-06-26T00:00:00.000Z,9999999.0,5609355.294365,5609355.294365,142817.8028007273,84.6985218,0.02546064481674
AREPA,2018-08-09T00:00:00.000Z,60000000.0,17158026.83727277,17158026.83727277,141996.52354640054,20.97365916,0.00827580728793
XBI,2018-08-13T00:00:00.000Z,21000000.0,13031736.189743,13031736.189743,140624.90296808592,316.29881783,0.01079095685491
OPAL,2014-09-13T00:00:00.000Z,,15156364.330655,15156364.330655,140287.53517123728,0.0,0.00925601497237
VULC,2018-08-28T00:00:00.000Z,,241450731.308401,244027683.808231,139679.47400426082,0.11512458,0.00057850093577
NAT,2019-04-28T00:00:00.000Z,,161588984.512668,340000000.0,139413.9504104163,570.21604473,0.00086276889994
GTM,2018-08-23T00:00:00.000Z,,5322616.81757861,5322616.81757861,138561.2464378916,75.31042334,0.02603254210979
RUGZ,2020-11-11T00:00:00.000Z,10000.0,9437.0,10000.0,137029.47177674196,4301.35768985,14.52044842394214
PGO,2020-05-11T00:00:00.000Z,,23795976.88858517,23795976.88858517,137235.09363035715,0.0,0.00576715527473
LCP,2014-05-21T00:00:00.000Z,4000000.0,2752341.391409,2752341.391409,136931.95806273608,292.60278831,0.04975108047648
C2,2014-06-08T00:00:00.000Z,,78245974.52,133273764.0,135796.10844094917,0.0,0.00173550280732
VSL,2016-12-17T00:00:00.000Z,,33390496.0333756,33390496.0333756,135215.0324085936,0.0,0.00404950655041
DONU,2014-08-26T00:00:00.000Z,,5070894.87,6549656.09405,132008.2842375931,6.99755773,0.02603254210979
WAGE,2018-10-09T00:00:00.000Z,,47062307.924567,55062328.924538,130682.82803517676,30.09580883,0.00277680449171
SCAP,2019-12-05T00:00:00.000Z,6600000.0,1852869.88,2108509.11,130409.34315062407,306.32997808,0.07038235364408
VOCO,2018-10-26T00:00:00.000Z,,999375710075.0,999393710075.0,129916.26392041802,520.18893892,1.2999742e-07
TIC,2018-08-09T00:00:00.000Z,,11445000000.0,26000000000.0,128361.9077181,0.0,1.121554458e-05
BGTT,2020-09-08T00:00:00.000Z,50000000.0,11609997.84236199,50000000.0,127762.0147859285,0.0,0.01100448221616
CYMT,2018-09-07T00:00:00.000Z,,15500000000.0,15500000000.0,125534.70305000001,23.23325777,8.0990131e-06
IMGC,2020-04-27T00:00:00.000Z,21000000.0,5162180.0,5281180.0,125425.69034642458,980.84145667,0.02429703930247
OURO,2019-12-09T00:00:00.000Z,,31296748.7402,77343806.3365,125093.1047145794,519.45431929,0.003997
XPY,2014-12-16T00:00:00.000Z,,11995342.4784,11995342.4784,124940.10857631931,0.0,0.01041571833412
BTCN,2018-08-02T00:00:00.000Z,21000000.0,12584337.0,12584337.0,123792.97019069237,39.96433065,0.00983706731556
BERN,2016-04-11T00:00:00.000Z,,71234300.811892,71234300.811892,123627.32903651593,0.0,0.00173550280732
IG,2018-08-09T00:00:00.000Z,,4289024187.551705,6562786056.1979,123301.13339190675,0.0,2.874806203e-05
ZEUS,2018-10-09T00:00:00.000Z,,70000000000.0,100000000000.0,121485.1967,27.58495805,1.73550281e-06
NFXC,2020-05-06T00:00:00.000Z,500000000.0,104824015.48263936,113512871.70444357,121281.58209679992,23.14003743,0.00115700187155
CMCT,2018-05-04T00:00:00.000Z,,470164800.437295,2000000000.0,120393.63895009928,1878.04197508,0.00025606689152
BTCL,2019-01-09T00:00:00.000Z,,18699999.9900309,21000000.0,118997.64242501152,73.52052693,0.0063635102935
BCZ,2019-06-12T00:00:00.000Z,3999999.0,3419308.33490953,3419308.33490953,118715.17504644452,11.07912703,0.03471906111374
YFSI,2020-10-08T00:00:00.000Z,31415.0,20831.40711563,31415.0,117090.76479683012,0.0,5.6208764077668
TEAM,2018-05-11T00:00:00.000Z,,12248313.3263,17818682.1654,118319.74007717955,1980.34689942,0.00966008436632
BEN,2018-09-14T00:00:00.000Z,,7000000.0,100000000.0,117435.68996193999,0.0,0.01677652713742
BURN,2019-07-30T00:00:00.000Z,1977738957.0,1972738957.6,1977738957.6,116389.23535440268,1471.94093264,5.89988021e-05
KNT,2018-08-06T00:00:00.000Z,,335625000.0,712500000.0,115822.06615869375,35.95489635,0.00034509367943
MAY,2017-05-30T00:00:00.000Z,100018000.0,100017999.999999,100017999.999999,115721.01318868676,1.05e-05,0.00115700187155
XTA,2019-01-10T00:00:00.000Z,,17886374.0,27886374.0,113819.64708213542,6548.58205626,0.00636348357035
NRVE,2018-07-23T00:00:00.000Z,179428004.0,82428004.0,82428004.0,112149.01966687094,0.0,0.00136056939662
ELTCOIN,2017-11-04T00:00:00.000Z,,90000000.0,100000000.0,111292.71161669999,20717.41146658,0.00123658568463
DTRC,2018-05-21T00:00:00.000Z,,159756075.51328626,239992867.33677387,110440.7778188363,53.65835349,0.00069130878099
CVA,2020-08-01T00:00:00.000Z,,95700000.0,100000000.0,109740.37603976701,93128.67792643,0.00114671239331
BTW,2018-01-30T00:00:00.000Z,,36325371.318385,60342895.0,108185.98832766002,121240.91157943,0.00297824865655
ERO,2017-12-06T00:00:00.000Z,,186744000.0,240000000.0,108031.57874943288,0.0,0.00057850093577
BIT,2018-07-25T00:00:00.000Z,,342725113.8483099,544070955.5837462,107632.09528287582,251.06974738,0.00031404787958
BZX,2018-10-24T00:00:00.000Z,40000000.0,29010752.366602,29010752.366602,107002.34429355292,1.62878524,0.00368836846909
DAB,2019-08-28T00:00:00.000Z,,5118931.7211517,199936930.05756614,106973.26138478167,0.0,0.02089757535596
PFR,2017-12-03T00:00:00.000Z,,39347536.58965715,40487137.87364815,106365.59172980672,0.0,0.00270323382221
XUEZ,2019-03-20T00:00:00.000Z,21000000.0,4057589.79029293,5024023.39348729,105656.78092773049,68419.69643481,0.0260392958353
GCC,2015-08-21T00:00:00.000Z,,20285537.0,23775537.0,105616.8192344812,8.86e-06,0.00520650842196
KNT,2018-10-03T00:00:00.000Z,,1000000000.0,1000000000.0,104163.44785,2.25267865,0.00010416344785
DFS,2019-09-06T00:00:00.000Z,,5532030.57273408,50000000.0,104141.64722901591,478.11680375,0.01882521180239
DATP,2018-10-16T00:00:00.000Z,,11820620222.25,15000000000.0,97056.81211578709,279.84626563,8.21080538e-06
YFIVE,2020-08-31T00:00:00.000Z,33000.0,19509.47424978,31020.0,101840.9892610511,52.31898644,5.22007861191849
GCN,2014-11-16T00:00:00.000Z,,172076809999.999,172076809999.999,100018.31737952621,2.37160835,5.8124228e-07
CNUS,2018-12-24T00:00:00.000Z,,340000000.0,2000000000.0,100137.958329,0.0,0.00029452340685
MOJO,2016-04-06T00:00:00.000Z,,12276850.0,12276850.0,99430.36898680202,0.0,0.00809901310082
XGS,2018-10-03T00:00:00.000Z,19000000.0,11426634.33605386,11426634.33605386,99154.77984220289,842.59644747,0.0086775140366
ARION,2018-08-13T00:00:00.000Z,21000000.0,13873774.0,13873774.0,96311.8949004929,69.49413559,0.00694201122928
OKS,2020-03-09T00:00:00.000Z,17360000000.0,1135330000.0,14680424808.7464,95684.218782425,129.21455094,8.42787725e-05
PRIX,2017-11-16T00:00:00.000Z,,1101900.30877577,1275455.31177803,95617.55396330108,27935.81018848,0.08677514036595
CALL,2019-12-09T00:00:00.000Z,,78358515.43,777000000.0,95218.69300979331,0.0,0.00121516713898
NPLC,2018-12-26T00:00:00.000Z,,469946471.449317,900000000.0,94879.12829495055,18.69321293,0.00020189347949
ETX,2019-03-01T00:00:00.000Z,,87225579.0,100000000.0,94298.73492600786,0.0,0.00108109038664
ATH,2018-10-15T00:00:00.000Z,,39863045.05,43331088.0,92243.23545666528,232.08994742,0.00231400374309
TAN,2019-09-04T00:00:00.000Z,,45942180.0,348942180.0,94738.57974310897,43046.03877403,0.0020621263454
FUZE,2020-01-06T00:00:00.000Z,,765.52338273,765.52338273,90989.83120664606,55875.57932237,118.859636765319
FREC,2018-05-11T00:00:00.000Z,,500000000.0,10000000000.0,90806.61322500001,0.0,0.00018161322645
GB,2016-06-14T00:00:00.000Z,,15563873.357595,15563873.357595,90037.15301621171,0.0,0.00578500935773
SHB,2018-11-12T00:00:00.000Z,5000000.0,643412.880522,643412.880522,89331.58883289083,1430.91570112,0.13884022458552
PLAT,2019-09-19T00:00:00.000Z,,59566902.0,9096679264.0,88425.90716517433,35093.91367606,0.00148448054534
FRST,2017-02-05T00:00:00.000Z,,31207527.807376,110000000.0,88080.12648353803,0.01561649,0.0028224
XCON,2019-05-14T00:00:00.000Z,,38996795.526395,70000000.0,88005.5882627396,26.21159496,0.00225673897239
ACE,2017-12-26T00:00:00.000Z,,12095419.0,14476036.0,87640.06976445964,0.0,0.00724572416751
UNI,2017-04-01T00:00:00.000Z,,88029748.67654727,99229748.67654727,86572.99637455492,12.68387778,0.00098345159081
UNI,2019-08-29T00:00:00.000Z,,106912508.514,9800000000.0,85942.6516297828,0.0,0.00080385964958
BNTX,2020-08-21T00:00:00.000Z,20000000.0,100754.0,20000000.0,85135.44053583918,966901.48136568,0.84498323179069
KWATT,2018-08-22T00:00:00.000Z,,61152763.257,150000000.0,85293.0379886911,0.0,0.00139475362103
PRX,2019-01-04T00:00:00.000Z,275000000.0,182520727.84208757,182520727.84208757,84514.8110085987,36.75627153,0.00046304226379
SFG,2020-09-26T00:00:00.000Z,,84903.0,21000000.0,84225.98855208347,183256.42612873,0.9920260597633
STEEP,2018-10-04T00:00:00.000Z,1000000000.0,181505252.98,189569725.0,84214.74272713222,47.58744212,0.00046397964436
ANON,2018-09-25T00:00:00.000Z,20228644.0,7593802.0,8554514.0,83467.40969844548,18.55715302,0.01099151777969
BFC,2019-12-18T00:00:00.000Z,21000000.0,3430750.0,6580750.0,83365.53236263871,0.0,0.0242995066276
IFX24,2020-02-13T00:00:00.000Z,,3000000.0,3000000.0,83304.1347513,0.0,0.0277680449171
MFC,2019-04-22T00:00:00.000Z,100000000.0,20901003.6978,22152100.2572,83272.47500045896,590.49323815,0.00398413761389
WCC,2020-02-21T00:00:00.000Z,,1499784.06661,20000000.0,83074.9965957452,1225.28336119,0.055391304952
BLUR,2019-09-11T00:00:00.000Z,,6703041.634,7063041.634,81432.03301366184,0.0,0.01214851965123
UVU,2019-12-11T00:00:00.000Z,1063333333.0,999660283.103482,1008269146.0,80962.6172940447,0.0,8.099013101e-05
BRO,2017-06-25T00:00:00.000Z,,9892510.67577911,14892515.01264551,80119.57356313673,2.85048717,0.00809901310082
CPU,2019-07-30T00:00:00.000Z,105000000.0,47580500.0028286,47580500.0028286,79823.55495085148,68.46672123,0.00167765271374
XSTAR,2020-09-17T00:00:00.000Z,,10000000.0,10000000.0,79303.10553429999,0.0,0.00793031055343
PNX,2017-11-20T00:00:00.000Z,,48495524.500467,48495524.500467,79254.57561656628,1.41876025,0.0016342657685
BREE,2020-08-11T00:00:00.000Z,10000000.0,1067840.0,1508819.0,79022.83305236943,0.0,0.07400250323304
STREAM,2019-09-02T00:00:00.000Z,840000000.0,13529414.41204769,13529414.41204769,77978.30006795783,123.73556515,0.0057636123555
NAVY,2019-03-20T00:00:00.000Z,,73863346.0,161513803.918,77778.45381883814,0.0,0.00105300474499
GLT,2017-06-19T00:00:00.000Z,168000000.0,121926850.0,121926850.0,77588.27650290306,59.10584469,0.00063635102935
CTRT,2018-09-20T00:00:00.000Z,,7092756484.73517,8966516683.735167,77271.21162835404,0.0,1.089438384e-05
BSC,2015-07-13T00:00:00.000Z,,5550102.416465,5550102.416465,77077.73799392795,0.0,0.0138876244455
BTRN,2018-04-30T00:00:00.000Z,,65965770.897265,411092461.0,76322.52038637413,77.08077972,0.00115700187155
YI12,2020-09-07T00:00:00.000Z,11111.0,11111.0,11111.0,76169.36512229465,545.05328316,6.85531141412066
ETHPLO,2019-07-09T00:00:00.000Z,,43860737.193688,49874837.850944,76140.18075619872,34.71906111,0.00173595305569
VOT,2017-11-23T00:00:00.000Z,220000000.0,130973375.0,130973375.0,75768.21999845513,336.45261782,0.00057850093577
IMP,2018-09-12T00:00:00.000Z,,7775016.2197515,13000000.0,75171.28993460807,0.0,0.00966831294109
FIRE,2020-07-28T00:00:00.000Z,50000.0,20058.67125518,20058.67125518,74837.17013104739,0.0,3.73091363724909
POST,2016-04-08T00:00:00.000Z,,15868232.697179,15868232.697179,73438.29971499067,0.0,0.00462800748618
ATB,2017-09-19T00:00:00.000Z,300000000.0,42038227.378792,54015027.378792,72976.38927400499,0.0,0.00173595305569
HQT,2018-11-26T00:00:00.000Z,,100000000.0,100000000.0,72814.76636,0.0,0.0007281476636
YFBT,2020-09-29T00:00:00.000Z,2000.0,1101.98405346,2000.0,72391.16458879337,65.997111,65.69166256217612
MXT,2016-05-31T00:00:00.000Z,11600000.0,4954690.23856944,4954690.23856944,71657.32348696902,156.70424381,0.01446252339433
MLM,2018-02-10T00:00:00.000Z,10000000000.0,1209529899.69886,2274139409.85096,71386.22317620392,504.19287505,5.90198086e-05
KLKS,2018-08-01T00:00:00.000Z,,18650711.57439194,19325791.57439194,70980.57762391701,144.88231723,0.00380578388877
XRA,2015-06-26T00:00:00.000Z,,122449161.79158,122449161.79158,70855.33219251601,6.27373434,0.00057865101856
SUR,2017-08-30T00:00:00.000Z,,235290.376,235290.376,71027.29299031036,2290.26794854,0.30187079555821
CPR,2019-09-13T00:00:00.000Z,,60023402.0,1080000000.0,70553.3317925652,100194.10538393,0.00117543040617
ASA,2018-10-19T00:00:00.000Z,1000000000.0,220932400.0,1000000000.0,69888.84358600805,62.55241366,0.00031633587281
ZFL,2020-02-19T00:00:00.000Z,,64944573.42,500000000.0,69726.74254187685,87.74184645,0.00107363462211
EDRC,2016-04-08T00:00:00.000Z,,2931223.884105,3669690.535038,69524.34615650252,0.0,0.02371853836669
LNC,2018-03-27T00:00:00.000Z,,120140384.183288,152177339.137222,69501.32467379942,0.0,0.00057850093577
SFCP,2019-04-12T00:00:00.000Z,,99999500.0,100000000.0,69437.77043541186,58.97450317,0.00069438117626
COMP,2018-08-16T00:00:00.000Z,,53731717830.4423,54281727831.4423,67893.79583340402,577.79896163,1.26357017e-06
UCN,2018-09-17T00:00:00.000Z,,305346956.899701,823600646.899701,67463.9643742009,0.0,0.00022094199025
XIND,2018-10-12T00:00:00.000Z,,1155173414.0337725,1161514765.7929587,66826.89010298182,1.61656949,5.785009358e-05
aWSB,2021-03-08T00:00:00.000Z,100000.0,6113.0,100000.0,65524.07339145845,0.0,10.71880801430696
TCAT,2019-02-08T00:00:00.000Z,,151422946.64788932,400000000.0,65318.87726144444,0.0,0.00043136709929
CLX,2020-02-27T00:00:00.000Z,,5127335.0,21900000.0,65173.30151374128,0.0,0.01271095052571
TCH,2018-08-06T00:00:00.000Z,,55056178.0,111111111.0,64917.70277462286,97894.6484108,0.00117911749658
UNIT,2015-05-07T00:00:00.000Z,210000000.0,15949109.632831,20049109.632831,64602.77973945835,0.0,0.00405055712994
NZL,2018-12-04T00:00:00.000Z,80000000.0,16250789.56199649,17250789.56199649,63927.459386980976,45.84656801,0.00393380636326
BITS,2018-10-17T00:00:00.000Z,,347574541555.324,359294347066.651,62562.17663884496,2245.5603591,1.7999643e-07
TOTO,2018-07-25T00:00:00.000Z,,5433323629.519762,6599974662.57506,62465.202827992034,0.0,1.149668363e-05
KEMA,2020-02-15T00:00:00.000Z,,24360241.324,25017096.1329,62006.658566967235,47.7688184,0.0025454041174
ONX,2017-06-24T00:00:00.000Z,141472000.0,107072780.82355,112119456.989999,61957.77368359885,0.0,0.00057865101856
ICOB,2017-01-20T00:00:00.000Z,,107048455.121437,107048455.121437,61927.631460484154,0.0,0.00057850093577
GCR,2015-08-26T00:00:00.000Z,,107016724.71655688,107016724.71655688,61909.27539156864,0.0,0.00057850093577
TAJ,2016-08-19T00:00:00.000Z,,21293379.39935666,21293379.39935666,61591.1995415932,0.0,0.00289250467887
DMB,2017-05-24T00:00:00.000Z,131250000.0,106173958.0,116173958.0,61421.73405740468,1.7964432,0.00057850093577
MST,2016-09-21T00:00:00.000Z,3000000.0,630343.24367,630343.24367,60897.244105653655,0.0,0.09660965627409
BXC,2020-02-11T00:00:00.000Z,21000000.0,600147.4335,17866477.8946,60757.524079268005,0.0,0.10123766376028
IMPL,2019-01-04T00:00:00.000Z,,9540340.33441006,9647286.0619622,60710.053921511644,0.0057157,0.0063635102935
NCP,2018-07-27T00:00:00.000Z,136469999.0,104880960.486014,136469999.0,60689.47461278311,44.41966169,0.00057865101856
ARCT,2018-01-17T00:00:00.000Z,,104655776.7999999,150729776.7999999,60543.4648125362,0.0,0.00057850093577
XPAT,2018-08-07T00:00:00.000Z,,30011995337.765083,42000000000.0,59964.03481208406,1566.36635095,1.99800227e-06
DRM,2014-05-13T00:00:00.000Z,,2647354.20978943,2647354.20978943,59728.37861975321,0.0,0.02256153649515
PEX,2016-04-04T00:00:00.000Z,,2453240.138691,2453240.138691,59606.47206817218,0.0,0.02429703930247
APR,2018-05-09T00:00:00.000Z,25000000.0,13605767.46768,13605767.46768,59032.119089754415,80.71419659,0.0043387570183
TREX,2020-04-27T00:00:00.000Z,,1006849552.62,10006849552.6,58246.340840048135,1.03928098,5.785009358e-05
XCO,2015-03-06T00:00:00.000Z,,12384976.0,12384976.0,57332.63181817693,0.0,0.0046292081485
BTAD,2018-09-14T00:00:00.000Z,,50403103.40714705,52364340.05189059,55400.66072517145,0.05993241,0.00109915177797
IBTC,2018-10-01T00:00:00.000Z,,49993999.11189309,50000000.0,54800.494923779675,0.0,0.00109614145492
COAL,2017-07-20T00:00:00.000Z,12500000.0,4500000.0,4500000.0,54682.521254144995,2564.18378102,0.01215167138981
KUN,2018-10-15T00:00:00.000Z,,2000.0,1000000.0,54618.9162662386,135.72800692,27.3094581331193
AER,2020-06-23T00:00:00.000Z,,12292955.0501,50000000.0001,52743.16832413582,0.0,0.00429051990422
KWH,2018-08-01T00:00:00.000Z,,1807438680.6997564,2193100000.0,51980.062739467874,0.0,2.875896333e-05
SEFA,2020-04-09T00:00:00.000Z,963000000.0,430655.0,963000000.0,51246.92817231428,0.0,0.11899763888104
JOINT,2018-09-17T00:00:00.000Z,,22248084.72607178,616000000.0,51184.48945608495,14324.26347705,0.00230062452954
FUZZ,2016-05-01T00:00:00.000Z,,4829945.0,4829945.0,50294.298640158886,0.0,0.01041301684391
RUP,2017-07-11T00:00:00.000Z,84000000.0,43031050.0,43031050.0,49799.92182441258,56.59247045,0.00115730203712
BAZT,2019-12-16T00:00:00.000Z,,1089402.026,2500000.0,48804.21985351952,12.61196089,0.04479909040808
PAYX,2017-11-16T00:00:00.000Z,,149998018.29,150000000.0,47700.61097632232,0.0,0.00031800827451
SPT,2019-03-04T00:00:00.000Z,,1199987500.0,1200000000.0,47624.34718788249,0.0,3.96873694e-05
GIC,2018-08-07T00:00:00.000Z,,9109781.56440735,9109781.56440735,47430.154437302815,0.00137191,0.00520650842196
BLAST,2018-10-08T00:00:00.000Z,,47787478.64351899,47787478.64351899,47094.51317122936,85.85289227,0.00098549901581
JADE,2020-04-26T00:00:00.000Z,,81200000.0,125000000.0,46986.462707072,495.55846825,0.00057865101856
XOV,2018-08-06T00:00:00.000Z,,139838001.77304533,150000000.0,46480.358761330695,0.0,0.00033238717782
SCRIV,2018-10-05T00:00:00.000Z,,24744361.6925,42007077.2007,45712.12314268567,48.77961438,0.00184737532173
MCC,2020-05-18T00:00:00.000Z,100000000000.0,4807840.0,100000000000.0,45683.47851392585,9570.68456355,0.0095018716334
CARE,2018-09-11T00:00:00.000Z,250000000.0,157853770.40286896,162246850.4395755,45659.27694723048,5.54036131,0.00028925046789
MFTU,2018-08-16T00:00:00.000Z,,1075139614.59,1400000000.0,45579.60432077409,7582.07232956,4.239412603e-05
FTXT,2018-08-23T00:00:00.000Z,,3406412460.62708,7076400718.03101,45062.037355195745,0.0,1.322859104e-05
CNT,2017-02-21T00:00:00.000Z,250000000.0,77663825.857077,82663825.857077,44928.59593379737,0.0,0.00057850093577
BCAC,2018-11-21T00:00:00.000Z,,470674436.60776347,512122609.3851905,44242.5191909448,149.39400218,9.399813491e-05
PKB,2015-05-19T00:00:00.000Z,,4764026.33477,4764026.33477,44107.33905717174,0.0,0.009258416297
NTR,2019-05-20T00:00:00.000Z,11000000.0,2139819.473842,2577890.378321,43820.83165793427,0.0,0.02047875168612
TVNT,2018-12-26T00:00:00.000Z,,2153333.0,2333333.0,42353.97528804566,0.0,0.01966903181628
RBIES,2016-02-22T00:00:00.000Z,,10415251.892126,10415251.892126,42176.63076133438,0.0,0.00404950655041
EBK,2019-11-09T00:00:00.000Z,,91137864.8531043,100000000.0,41934.80149037291,0.0,0.00046012490591
$NOOB,2020-11-11T00:00:00.000Z,,21876.0,30000.0,41579.36213905174,0.0,1.90068395223312
GPKR,2018-08-16T00:00:00.000Z,33333333.0,5260825.529179,6061848.762569,41722.99312630287,993.28784223,0.0079308832606
HALV,2020-08-11T00:00:00.000Z,3500000.0,2076700.93326042,3500000.0,40846.69672919757,6.09897026,0.01966903181628
MAR,2019-09-10T00:00:00.000Z,210000000.0,61263100.0,61263100.0,40624.784488865414,86.62404346,0.0006631199611
XBTC21,2016-05-05T00:00:00.000Z,,793107.501077,7093107.501077,40375.58197566821,0.0,0.05090808234803
GSR,2017-07-27T00:00:00.000Z,4500000.0,1489907.9279719,1489907.9279719,38796.15330381915,6.92645269,0.0260392958353
SPR,2014-10-26T00:00:00.000Z,,11159260.354581,11159260.354581,38743.90422343872,0.0,0.00347190611137
ULG,2020-04-03T00:00:00.000Z,,11148449.92778702,11148449.92778702,38706.37143658619,1.76488561,0.00347190611137
